Tag,Count
"('highway', 'footway')",1790
"('surface', 'asphalt')",1452
"('footway', 'sidewalk')",929
"('footway', 'crossing')",739
"('oneway', 'yes')",716
"('highway', 'residential')",532
"('highway', 'service')",477
"('lanes', '2')",413
"('highway', 'tertiary')",309
"('lit', 'yes')",302
"('crossing', 'marked')",278
"('crossing', 'traffic_signals')",276
"('highway', 'primary')",260
"('crossing', 'uncontrolled')",179
"('lanes', '3')",142
"('service', 'alley')",134
"('motor_vehicle:conditional', 'no @ (Fr 19:00-23:59; Sa-Su 00:00-23:59)')",124
"('crossing:markings', 'yes')",117
"('name', 'Phố Minh Khai')",116
"('vehicle:conditional', 'no @ (Jan 1 00:00-23:59)')",113
"('oneway:motorcycle', 'no')",95
"('oneway:moped', 'no')",95
"('oneway:bicycle', 'no')",95
"('bicycle', 'yes')",88
"('name:zh', '大瞿越路')",86
"('name', 'Đường Đại Cồ Việt')",86
"('name:en', 'Dai Co Viet Road')",86
"('highway', 'secondary')",83
"('name', 'Phố Quang Trung')",82
"('name', 'Phố Nguyễn Đình Chiểu')",78
"('name:en', 'Nguyen Dinh Chieu Street')",78
"('lanes', '1')",78
"('cycleway', 'no')",78
"('oneway:mofa', 'no')",74
"('name:en', 'Nha Chung Street')",71
"('name', 'Phố Nhà Chung')",71
"('name:zh', '钟楼街')",71
"('surface', 'paving_stones')",70
"('surface', 'concrete:plates')",67
"('surface', 'concrete')",67
"('name', 'Phố Lê Thái Tổ')",65
"('highway', 'primary_link')",61
"('crossing:markings', 'zebra')",61
"('motorcycle', 'yes')",60
"('oneway', 'no')",56
"('name:en', 'Le Thai To Street')",55
"('name:zh', '黎太祖街')",55
"('name', 'Đường Trần Khát Chân')",54
"('note', 'Tổ chức giao thông một chiều cho các phương tiện ô tô trên phố Nguyễn Đình Chiểu theo đoạn và chiều từ Tô Hiến Thành đi đến Đại Cồ Việt. Thời gian thí điểm: 13/01/2024 - 30/4/2024.')",53
"('source', 'AsiaGPS;grab_hanoi_2018_t2;https://vovgiaothong.vn/newsaudio/thi-diem-dieu-chinh-to-chuc-giao-thong-pho-nguyen-dinh-chieu-d37345.html')",53
"('name:id', 'Jalan Le Thai To')",51
"('source', 'AsiaGPS')",47
"('name:zh', '丁先皇街')",44
"('name:en', 'Dinh Tien Hoang Street')",44
"('name', 'Phố Đinh Tiên Hoàng')",44
"('name:vi', 'Phố Lê Thái Tổ')",44
"('motorcar', 'destination')",44
"('moped', 'yes')",43
"('foot', 'yes')",43
"('name:zh', '陈渴真路')",42
"('motor_vehicle', 'no')",42
"('maxspeed', '50')",42
"('name:zh', '教堂街')",39
"('name:id', 'Jalan Nha Tho (Gereja)')",39
"('name:en', 'Nha Tho Street')",39
"('name', 'Phố Nhà Thờ')",39
"('name', 'Đường Số 4')",39
"('name:en', 'Tran Khat Chan Road')",38
"('highway', 'path')",36
"('lane_markings', 'no')",35
"('highway', 'steps')",34
"('lanes', '4')",31
"('smoothness', 'good')",31
"('sidewalk:both', 'separate')",29
"('name', 'Phố Thanh Nhàn')",29
"('warning_traffic_jam:content', '123')",29
"('hgv', 'no')",26
"('source', 'AsiaGPS;grab_hanoi_2018_t2')",25
"('bridge', 'yes')",25
"('name:en', 'Cao Dat Street')",25
"('name', 'Phố Cao Đạt')",25
"('layer', '1')",25
"('name:id', 'Jalan Ly Quoc Su')",23
"('name:en', 'Ly Quoc Su Street')",23
"('name', 'Phố Lý Quốc Sư')",23
"('name:zh', '李国师街')",23
"('name', 'Phố Hàng Trống')",21
"('name:en', 'Hang Trong Street')",21
"('name:id', 'Jalan Hang Trong')",21
"('cycleway:both', 'no')",20
"('motorcar', 'no')",20
"('destination:street', 'Phố Minh Khai')",19
"('destination', 'Cầu Vĩnh Tuy;Câu C. Đường')",19
"('name:en', 'Yen Bai 2 Street')",18
"('name', 'Đường Số 1 Times City')",18
"('name', 'Phố Yên Bái 2')",18
"('source', 'Bing + Local Survey')",17
"('name', 'Ngõ 469 Kim Ngưu')",17
"('name', 'Ngõ Xóm Hà Hồi')",16
"('name', 'Đường Số 2 Times City')",16
"('highway', 'secondary_link')",16
"('name', 'Phố Kim Ngưu')",14
"('button_operated', 'yes')",14
"('name', 'Phố Chùa Vua')",14
"('incline', 'down')",14
"('handrail', 'yes')",14
"('name:en', 'Chua Vua Street')",14
"('name', 'Vân Hồ 3')",14
"('name:en', 'Van Ho 3 Street')",14
"('mofa', 'yes')",14
"('name:en', 'Tran Nhan Tong Street')",12
"('name', 'Phố Trần Nhân Tông')",12
"('name', 'Phố Bà Triệu')",12
"('name', 'Phố Yên Lạc')",11
"('access', 'no')",11
"('area', 'yes')",11
"('highway', 'pedestrian')",11
"('name', 'Cầu vượt Trần Khát Chân')",11
"('name', 'Ngõ 364 Minh Khai')",11
"('name', 'Cầu Vượt Trần Khát Chân')",10
"('name:en', 'Trang Thi Street')",9
"('name', 'Phố Lê Đại Hành')",9
"('name', 'Ngõ 583')",9
"('name', 'Ngõ 487 Kim Ngưu')",9
"('name:zh', '场试街')",9
"('name:vi', 'Phố Tràng Thi')",9
"('name:id', 'Jalan Trang Thi')",9
"('name', 'Ngõ 93 Nguyễn Đình Chiểu')",9
"('name', 'Phố Tràng Thi')",9
"('name', 'Phố Hàng Khay')",8
"('name', 'Phố Lý Thường Kiệt')",8
"('name', 'Phố Võ Thị Sáu')",8
"('name:en', 'Ly Thuong Kiet Street')",8
"('name', 'Phố Quỳnh Lôi')",8
"('name:en', 'Hang Khay Street')",8
"('name', 'Đường Số 3 Times City')",8
"('name', 'Ngõ 641 Phố Kim Ngưu')",8
"('trail_visibility', 'excellent')",8
"('fixme', 'New pedestrian bridge, position might be wrong')",7
"('surface', 'metal')",7
"('name:zh', '木桥街')",7
"('name', 'Ngõ 66 Đại Cồ Việt')",7
"('service', 'driveway')",7
"('name:en', 'Cau Go Street')",7
"('name', 'Phố Trần Hưng Đạo')",6
"('turn:lanes', 'left|through|through')",6
"('name:en', 'Le Dai Hanh Street')",6
"('crossing', 'zebra')",6
"('name:en', 'Hoa Lu Street')",6
"('landuse', 'commercial')",6
"('name', 'Ngõ 89 Nguyễn Đình Chiểu')",6
"('name:en', 'Tran Hung Dao Street')",6
"('name', 'Phố Hoa Lư')",6
"('sidewalk', 'no')",6
"('old_name:fr', 'Boulevard Gambetta')",6
"('name', 'Phố Chùa Quỳnh')",5
"('maxweight', '30')",5
"('addr:province', 'Hà Nội')",5
"('addr:street', 'Phố Minh Khai')",5
"('addr:subdistrict', 'Vĩnh Tuy')",5
"('addr:postcode', '100000')",5
"('addr:housenumber', '458')",5
"('alt_name', 'Tân Lập cũ')",5
"('addr:district', 'Hai Bà Trưng')",5
"('addr:city', 'Hà Nội')",5
"('name', 'Ngõ 40')",5
"('wikipedia', 'vi:Vinhomes Times City')",5
"('name', 'Ngõ 4 Nguyễn Đình Chiểu')",5
"('maxspeed', '60')",5
"('name', 'Vinhomes Times City')",5
"('operator', 'Vingroup')",5
"('residential', 'apartments')",5
"('wikidata', 'Q10779495')",5
"('wikimedia_commons', 'Category:Times City')",5
"('name', 'Phố Vân Hồ 3')",5
"('landuse', 'residential')",5
"('name', 'Ngõ 44 Nguyễn Đình Chiểu')",5
"('name:en', 'Hang Gai Street')",4
"('name', 'Phố Hàng Gai')",4
"('name', 'Phố Cầu Gỗ')",4
"('turn:lanes:backward', 'left;through|through;right')",4
"('name', 'Ngõ 40 Võ Thị Sáu')",4
"('name:en', 'Tran Chat Chan Road')",4
"('name', 'Ngõ 30 Nguyễn Đình Chiểu')",4
"('highway', 'tertiary_link')",4
"('name:zh', '行荄街')",4
"('name', 'Phố Hàng Đào')",4
"('note', 'Nguồn: 70 BXD/KT-QH ngày 30 tháng 3 năm 1995 của Bộ Xây dựng')",4
"('name:en', 'Hanoi Old Quarters boundary')",4
"('motor_vehicle:conditional', 'no @ (Fr-Su 18:00-23:59)')",4
"('name', 'Ranh giới khu phố cổ Hà Nội')",4
"('boundary', 'administrative')",4
"('admin_level', '7')",4
"('wikipedia', 'vi:Hàng Đào')",4
"('wikidata', 'Q10770772')",4
"('name:zh', '行桃街')",4
"('name:en', 'Hang Dao Street')",4
"('name', 'Đường Số 1')",4
"('turn:lanes:forward', 'through|through;right')",4
"('name', 'Phố Nguyễn Du')",4
"('name:en', 'Nguyen Du Street')",4
"('name:zh', '阮攸街')",4
"('name', 'Phố Hai Bà Trưng')",3
"('name:en', 'Dinh Le Street')",3
"('name', 'Phố Đinh Lễ')",3
"('kerb', 'raised')",3
"('barrier', 'kerb')",3
"('name:en', 'Hai Ba Trung Street')",3
"('sidewalk', 'both')",3
"('name:zh', '丁礼街')",3
"('maxspeed', '40')",3
"('name', 'Phố Tô Hiến Thành')",3
"('name:en', 'To Hien Thanh Street')",3
"('name', 'Phố Tuệ Tĩnh')",3
"('name:en', 'Tue Tinh Street')",3
"('name:id', 'Jalan Dinh Le')",3
"('name:zh', '二征夫人街')",3
"('service', 'parking_aisle')",3
"('name', 'Ngõ 44 Phố Võ Thị Sáu')",3
"('destination:street', 'Phố Cầu Gỗ')",3
"('name', 'Phố Hàng Dầu')",3
"('name:en', 'Hang Dau Street')",3
"('name:zh', '行油街')",3
"('name', 'Cầu Lạc Trung')",3
"('name', 'Ngõ 647 Phố Kim Ngưu')",3
"('name', 'Phố Trần Nguyên Hãn')",2
"('name:en', 'Tran Nguyen Han Street')",2
"('name', 'Ngõ 31 Đại Cồ Việt')",2
"('name', 'Ngõ 4 Quỳnh Lôi')",2
"('name', 'Ngõ 42 Phố Võ Thị Sáu')",2
"('name:zh', '陈元扞街')",2
"('horse', 'no')",2
"('name', 'Phố Thợ Nhuộm')",2
"('bicycle', 'no')",2
"('name:en', 'Hue Street')",1
"('name', 'Ngõ 51 Nguyễn Đình Chiểu')",1
"('name', 'Ngõ 61 Nguyễn Đình Chiểu')",1
"('name', 'Ngõ E8 Kim Ngưu')",1
"('name', 'Ngõ 27 Đại Cồ Việt')",1
"('name', 'Phố Huế')",1
"('traffic_signals:direction', 'forward')",1
"('name', 'Phố Bạch Mai')",1
"('foot', 'no')",1
"('maxheight', '2.3')",1
"('maxweight', '8')",1
"('turn:lanes', 'left|left;through|through|through')",1
"('name', 'Cầu Kim Ngưu S4')",1
"('name', 'Ngõ E4 Kim Ngưu')",1
"('name:id', 'Jalan Bao Khanh')",1
"('name', 'Ngõ 18 Nguyễn Đình Chiểu')",1
"('note', 'approximate from a passing photo')",1
"('name:zh', '黎莱街')",1
"('name:vi', 'Phố Lê Lai')",1
"('name', 'Phố Lò Sũ')",1
"('name:en', 'Lo Su Street')",1
"('name:zh', '炉炷街')",1
"('name', 'Phố Hồ Hoàn Kiếm')",1
"('wikidata', 'Q10771964')",1
"('wikipedia', 'vi:Phố Hồ Hoàn Kiếm')",1
"('name:en', 'Le Lai Street')",1
"('name', 'Phố Lê Lai')",1
"('name', 'Phố Ngô Văn Sở')",1
"('name:en', 'Tran Quoc Toan Street')",1
"('name', 'Phố Trần Quốc Toản')",1
"('name', 'Phố Lương Văn Can')",1
"('name:en', 'Luong Van Can Street')",1
"('name:zh', '梁文玕街')",1
"('alt_name', 'Phố Bảo Khánh')",1
"('alt_name:vi', 'Phố Bảo Khánh')",1
"('name', 'Phố Báo Khánh')",1
"('name:en', 'Bao Khanh Street')",1
"('name:zh', '报庆街')",1
"('building', 'yes')",1
"('name', 'Không gian Văn hoá Việt')",1
"('landuse', 'religious')",1
"('religion', 'christian')",1
"('name', 'Phố Hồ Xuân Hương')",1
"('name:en', 'Ho Xuan Huong Street')",1
"('name:en', 'Ngo Van So Street')",1
